"User-controlled data in arithmetic expression","Arithmetic operations on user-controlled data that is not validated can cause overflows.","warning","This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/asset/WebAssetResource.java:128:13:128:42""]], potentially causing an overflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/enterprise/java/com/dotcms/enterprise/LicenseUtil.java:298:20:298:56""]], potentially causing an overflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/csspreproc/CSSPreProcessServlet.java:61:34:61:52""]], potentially causing an overflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/BundlePublisherResource.java:105:35:105:58""]], potentially causing an overflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotmarketing/portlets/osgi/AJAX/OSGIAJAX.java:40:26:40:50""]], potentially causing an overflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotmarketing/portlets/osgi/AJAX/OSGIAJAX.java:90:26:90:50""]], potentially causing an overflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotmarketing/portlets/workflows/ajax/WfActionClassAjax.java:72:38:72:74""]], potentially causing an overflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotmarketing/portlets/workflows/ajax/WfActionClassAjax.java:120:27:120:79""]], potentially causing an overflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotmarketing/portlets/workflows/ajax/WfStepAjax.java:110:27:110:56""]], potentially causing an overflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotmarketing/servlets/BinaryExporterServlet.java:439:34:439:52""]], potentially causing an overflow.","/dotCMS/src/enterprise/java/com/dotcms/enterprise/license/bouncycastle/crypto/macs/VMPCMac.java","221","14","221","24"
"User-controlled data in arithmetic expression","Arithmetic operations on user-controlled data that is not validated can cause overflows.","warning","This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/asset/WebAssetResource.java:128:13:128:42""]], potentially causing an overflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/enterprise/java/com/dotcms/enterprise/LicenseUtil.java:298:20:298:56""]], potentially causing an overflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/csspreproc/CSSPreProcessServlet.java:61:34:61:52""]], potentially causing an overflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/BundlePublisherResource.java:105:35:105:58""]], potentially causing an overflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotmarketing/portlets/osgi/AJAX/OSGIAJAX.java:40:26:40:50""]], potentially causing an overflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotmarketing/portlets/osgi/AJAX/OSGIAJAX.java:90:26:90:50""]], potentially causing an overflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotmarketing/portlets/workflows/ajax/WfActionClassAjax.java:72:38:72:74""]], potentially causing an overflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotmarketing/portlets/workflows/ajax/WfActionClassAjax.java:120:27:120:79""]], potentially causing an overflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotmarketing/portlets/workflows/ajax/WfStepAjax.java:110:27:110:56""]], potentially causing an overflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotmarketing/servlets/BinaryExporterServlet.java:439:34:439:52""]], potentially causing an overflow.","/dotCMS/src/enterprise/java/com/dotcms/enterprise/license/bouncycastle/crypto/tls/RecordStream.java","104","40","104","60"
"User-controlled data in arithmetic expression","Arithmetic operations on user-controlled data that is not validated can cause overflows.","warning","This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/LicenseResource.java:125:13:125:56""]], potentially causing an overflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/enterprise/java/com/dotcms/enterprise/LicenseUtil.java:298:20:298:56""]], potentially causing an overflow.","/dotCMS/src/enterprise/java/com/dotcms/enterprise/license/bouncycastle/util/encoders/Base64Encoder.java","178","23","178","34"
"User-controlled data in arithmetic expression","Arithmetic operations on user-controlled data that is not validated can cause overflows.","warning","This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/browser/BrowserResource.java:136:49:136:87""]], potentially causing an overflow.","/dotCMS/src/main/java/com/dotcms/browser/BrowserAPIImpl.java","204","13","204","31"
"User-controlled data in arithmetic expression","Arithmetic operations on user-controlled data that is not validated can cause overflows.","warning","This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/ContentResource.java:557:13:557:46""]], potentially causing an overflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/ContentResource.java:557:13:557:46""]], potentially causing an overflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/content/ContentResource.java:428:32:428:68""]], potentially causing an overflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/content/ContentResource.java:428:32:428:68""]], potentially causing an overflow.","/dotCMS/src/main/java/com/dotcms/content/elasticsearch/business/ESContentletAPIImpl.java","2116","54","2116","67"
"User-controlled data in arithmetic expression","Arithmetic operations on user-controlled data that is not validated can cause overflows.","warning","This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/ContentResource.java:557:13:557:46""]], potentially causing an overflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/ContentResource.java:557:13:557:46""]], potentially causing an overflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/content/ContentResource.java:428:32:428:68""]], potentially causing an overflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/content/ContentResource.java:428:32:428:68""]], potentially causing an overflow.","/dotCMS/src/main/java/com/dotcms/content/elasticsearch/business/ESContentletAPIImpl.java","2118","50","2118","63"
"User-controlled data in arithmetic expression","Arithmetic operations on user-controlled data that is not validated can cause overflows.","warning","This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/apps/AppsResource.java:115:13:115:64""]], potentially causing an overflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/categories/CategoriesResource.java:164:13:164:66""]], potentially causing an overflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/categories/CategoriesResource.java:237:13:237:66""]], potentially causing an overflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/categories/CategoriesResource.java:434:13:434:51""]], potentially causing an overflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/container/ContainerResource.java:171:13:171:66""]], potentially causing an overflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/contenttype/ContentTypeResource.java:635:15:635:49""]], potentially causing an overflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/contenttype/ContentTypeResource.java:723:13:723:66""]], potentially causing an overflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/page/PageResource.java:758:13:758:66""]], potentially causing an overflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/page/PageResource.java:985:30:985:83""]], potentially causing an overflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/relationships/RelationshipsResource.java:104:13:104:85""]], potentially causing an overflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/site/SiteResource.java:224:13:224:66""]], potentially causing an overflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/template/TemplateResource.java:150:41:150:114""]], potentially causing an overflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/theme/ThemeResource.java:95:13:95:86""]], potentially causing an overflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/user/UserResource.java:335:10:335:83""]], potentially causing an overflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/user/UserResource.java:605:12:605:65""]], potentially causing an overflow.","/dotCMS/src/main/java/com/dotcms/contenttype/business/ContentTypeAPIImpl.java","393","27","393","40"
"User-controlled data in arithmetic expression","Arithmetic operations on user-controlled data that is not validated can cause overflows.","warning","This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/system/i18n/I18NResource.java:39:58:39:87""]], potentially causing an overflow.","/dotCMS/src/main/java/com/dotcms/rest/api/v1/system/i18n/I18NResource.java","193","69","193","88"
"User-controlled data in arithmetic expression","Arithmetic operations on user-controlled data that is not validated can cause overflows.","warning","This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/system/role/RoleResource.java:524:9:525:74""]], potentially causing an overflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/system/role/RoleResource.java:526:9:527:69""]], potentially causing an overflow.","/dotCMS/src/main/java/com/dotcms/rest/api/v1/system/role/RoleResource.java","673","12","673","24"
"User-controlled data in arithmetic expression","Arithmetic operations on user-controlled data that is not validated can cause overflows.","warning","This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/temp/TempFileResource.java:232:13:232:36""]], potentially causing an underflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/temp/TempFileResource.java:232:13:232:36""]], potentially causing an overflow.","/dotCMS/src/main/java/com/dotcms/rest/api/v1/temp/TempFileAPI.java","246","43","246","63"
"User-controlled data in arithmetic expression","Arithmetic operations on user-controlled data that is not validated can cause overflows.","warning","This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/apps/AppsResource.java:115:13:115:64""]], potentially causing an overflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/categories/CategoriesResource.java:164:13:164:66""]], potentially causing an overflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/categories/CategoriesResource.java:237:13:237:66""]], potentially causing an overflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/categories/CategoriesResource.java:434:13:434:51""]], potentially causing an overflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/container/ContainerResource.java:171:13:171:66""]], potentially causing an overflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/contenttype/ContentTypeResource.java:635:15:635:49""]], potentially causing an overflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/contenttype/ContentTypeResource.java:723:13:723:66""]], potentially causing an overflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/page/PageResource.java:758:13:758:66""]], potentially causing an overflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/page/PageResource.java:985:30:985:83""]], potentially causing an overflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/relationships/RelationshipsResource.java:104:13:104:85""]], potentially causing an overflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/site/SiteResource.java:224:13:224:66""]], potentially causing an overflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/template/TemplateResource.java:150:41:150:114""]], potentially causing an overflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/theme/ThemeResource.java:95:13:95:86""]], potentially causing an overflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/user/UserResource.java:335:10:335:83""]], potentially causing an overflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/user/UserResource.java:605:12:605:65""]], potentially causing an overflow.","/dotCMS/src/main/java/com/dotcms/util/PaginationUtil.java","79","10","79","36"
"User-controlled data in arithmetic expression","Arithmetic operations on user-controlled data that is not validated can cause overflows.","warning","This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/notification/NotificationResource.java:103:39:103:78""]], potentially causing an overflow.","/dotCMS/src/main/java/com/dotmarketing/common/util/SQLUtil.java","206","19","206","32"
"User-controlled data in arithmetic expression","Arithmetic operations on user-controlled data that is not validated can cause overflows.","warning","This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotmarketing/servlets/BinaryExporterServlet.java:179:16:179:34""]], potentially causing an underflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotmarketing/servlets/BinaryExporterServlet.java:185:17:185:37""]], potentially causing an underflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotmarketing/servlets/BinaryExporterServlet.java:754:16:754:38""]], potentially causing an underflow.","/dotCMS/src/main/java/com/dotmarketing/image/filter/PDFImageFilter.java","40","57","40","62"
"User-controlled data in arithmetic expression","Arithmetic operations on user-controlled data that is not validated can cause overflows.","warning","This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotmarketing/servlets/BinaryExporterServlet.java:179:16:179:34""]], potentially causing an underflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotmarketing/servlets/BinaryExporterServlet.java:185:17:185:37""]], potentially causing an underflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotmarketing/servlets/BinaryExporterServlet.java:754:16:754:38""]], potentially causing an underflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotmarketing/servlets/BinaryExporterServlet.java:179:16:179:34""]], potentially causing an overflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotmarketing/servlets/BinaryExporterServlet.java:185:17:185:37""]], potentially causing an overflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotmarketing/servlets/BinaryExporterServlet.java:754:16:754:38""]], potentially causing an overflow.","/dotCMS/src/main/java/com/dotmarketing/image/filter/RotateImageFilter.java","23","7","23","10"
"User-controlled data in arithmetic expression","Arithmetic operations on user-controlled data that is not validated can cause overflows.","warning","This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotmarketing/servlets/BinaryExporterServlet.java:179:16:179:34""]], potentially causing an underflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotmarketing/servlets/BinaryExporterServlet.java:185:17:185:37""]], potentially causing an underflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotmarketing/servlets/BinaryExporterServlet.java:754:16:754:38""]], potentially causing an underflow.","/dotCMS/src/main/java/com/dotmarketing/image/filter/ThumbnailImageFilter.java","102","28","102","56"
"User-controlled data in arithmetic expression","Arithmetic operations on user-controlled data that is not validated can cause overflows.","warning","This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotmarketing/servlets/BinaryExporterServlet.java:179:16:179:34""]], potentially causing an underflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotmarketing/servlets/BinaryExporterServlet.java:185:17:185:37""]], potentially causing an underflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotmarketing/servlets/BinaryExporterServlet.java:754:16:754:38""]], potentially causing an underflow.","/dotCMS/src/main/java/com/dotmarketing/image/filter/ThumbnailImageFilter.java","103","28","103","58"
"User-controlled data in arithmetic expression","Arithmetic operations on user-controlled data that is not validated can cause overflows.","warning","This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotmarketing/servlets/BinaryExporterServlet.java:179:16:179:34""]], potentially causing an underflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotmarketing/servlets/BinaryExporterServlet.java:185:17:185:37""]], potentially causing an underflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotmarketing/servlets/BinaryExporterServlet.java:754:16:754:38""]], potentially causing an underflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotmarketing/servlets/BinaryExporterServlet.java:179:16:179:34""]], potentially causing an overflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotmarketing/servlets/BinaryExporterServlet.java:185:17:185:37""]], potentially causing an overflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotmarketing/servlets/BinaryExporterServlet.java:754:16:754:38""]], potentially causing an overflow.","/dotCMS/src/main/java/com/dotmarketing/image/filter/ThumbnailImageFilter.java","70","37","70","60"
"User-controlled data in arithmetic expression","Arithmetic operations on user-controlled data that is not validated can cause overflows.","warning","This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/apps/AppsResource.java:115:13:115:64""]], potentially causing an overflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/categories/CategoriesResource.java:164:13:164:66""]], potentially causing an overflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/categories/CategoriesResource.java:237:13:237:66""]], potentially causing an overflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/categories/CategoriesResource.java:434:13:434:51""]], potentially causing an overflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/container/ContainerResource.java:171:13:171:66""]], potentially causing an overflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/contenttype/ContentTypeResource.java:635:15:635:49""]], potentially causing an overflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/contenttype/ContentTypeResource.java:723:13:723:66""]], potentially causing an overflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/page/PageResource.java:758:13:758:66""]], potentially causing an overflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/page/PageResource.java:985:30:985:83""]], potentially causing an overflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/relationships/RelationshipsResource.java:104:13:104:85""]], potentially causing an overflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/site/SiteResource.java:224:13:224:66""]], potentially causing an overflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/template/TemplateResource.java:150:41:150:114""]], potentially causing an overflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/theme/ThemeResource.java:95:13:95:86""]], potentially causing an overflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/user/UserResource.java:335:10:335:83""]], potentially causing an overflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/user/UserResource.java:605:12:605:65""]], potentially causing an overflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotmarketing/servlets/JSONCategoriesServlet.java:80:30:80:58""]], potentially causing an overflow.
This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotmarketing/servlets/JSONCategoriesServlet.java:81:30:81:58""]], potentially causing an overflow.","/dotCMS/src/main/java/com/dotmarketing/portlets/categories/business/CategoryAPIImpl.java","702","16","702","26"
"User-controlled data in arithmetic expression","Arithmetic operations on user-controlled data that is not validated can cause overflows.","warning","This arithmetic expression depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotmarketing/util/UtilMethods.java:181:29:181:45""]], potentially causing an underflow.","/dotCMS/src/main/java/com/dotmarketing/portlets/rules/conditionlet/NumberOfTimesPreviouslyVisitedConditionlet.java","43","4","43","15"
